,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,wb_name,ISO
Côte d'Ivoire,1.1834349995847016,1.1863820081899206,1.4092984804892807,0.7593602227782363,0.9715376074192331,0.8842511753859778,0.799014337677554,0.8247502241626092,0.7573761745584551,0.7159607134004311,0.7541656145574656,0.7955535323580364,0.8363572011421271,0.6178666461199992,0.6292748268385499,,Cote d'Ivoire,
Democratic Republic of the Congo,,,,,,,,,,,,,,,,,"Congo, Dem. Rep.",
Denmark,0.854600808739675,0.8759569345896886,0.8578342970407823,0.8961952193770568,0.7919142570140633,0.7657846645996855,0.8025430575834825,0.774119062353478,0.7625470146925996,0.7809998984179805,0.779493017328419,0.7246870969288898,0.7184472254077524,0.7438568636986723,0.7057675197349778,,Denmark,DNK
Djibouti,,,,,,,,,,,,,,,,,Djibouti,DJI
Dominica,,,,,,,,,,,,,,,,,Dominica,DMA
Dominican Republic,0.8388344458376543,0.8569118192350279,0.9326892825763986,1.0539210089504236,1.0228343260354464,0.9048588296323616,0.9295507669724047,0.8877739299174028,0.8422030843560037,0.9002488402935425,0.8693141989645011,0.8814466151833197,0.8642392891803641,0.9155027977573351,0.9344253658136787,,Dominican Republic,DOM
Ecuador,1.001536951548371,0.9094750060868694,0.8507386580773735,0.8907877139655092,0.9096733126078063,0.9036320334389429,0.8519717142273107,0.8545813411758333,0.8662688773078983,0.8878806480265102,0.8520700322041868,0.8436204825577058,0.8340069392978587,0.8554194664368118,0.8655069425179193,,Ecuador,ECU
Egypt,0.9871112130544898,0.9939005997899352,0.9976503449693894,1.056328222598953,1.1395042446923884,1.076957173954568,1.0960307102084654,1.0794607817675692,1.055575095608554,1.021828625384935,0.9896744557654524,1.0053349818711066,0.9561057242738298,0.9758379413654784,0.9559307758774377,,"Egypt, Arab Rep.",
El Salvador,0.7144850289076308,0.6846972523782171,0.6913606855475942,0.7159805095082844,0.7085815687212244,0.7183877467727351,0.7320433762843443,0.7403284267967718,0.7036645693367687,0.7870009881543,0.755497274813251,0.7318411802832846,0.768611653108132,0.7265595888223664,0.7347517644505166,,El Salvador,SLV
Equatorial Guinea,,,,,,,,,,,,,,,,,Equatorial Guinea,GNQ
Eritrea,,,,,,,,,,,,,,,,,Eritrea,ERI
Estonia,0.8289333924805407,0.8733785597194044,0.7988341863546496,0.8248395448169275,0.9329229294805467,0.8731715889706291,0.8007768668119344,0.9180050206690079,1.006708769802213,0.9677593939686938,1.048849865615209,0.9656971580797972,0.9677441170799927,1.0600302560714716,1.0341368784135114,,Estonia,EST
Ethiopia,0.7014673812334334,0.7319763361152454,0.7611298979701563,0.7196747686586316,0.7591829461748393,0.6486706525092694,0.6300876002951706,0.6664880012144785,0.6414245256776645,0.5774660003688844,0.653293873333203,0.7193965324505315,0.6054222505070106,0.6456479527089742,0.6528419774626438,,Ethiopia,ETH
Fiji,,,,,,,,,,,,,,,,,Fiji,FJI
Finland,0.7561830208125534,0.7907488015828064,0.8281373667044027,0.8222158093783195,0.7475828093635867,0.6780384771005742,0.7048485881906509,0.6880563718264969,0.6693947301175723,0.7539002822713682,0.7520051468850096,0.722165303091226,0.6826320961280758,0.7263185862892967,0.6890968632864679,,Finland,FIN
France,0.7905517571414813,0.8018066592450594,0.7903726300193539,0.7974103266794985,0.757817746965236,0.76803515737956,0.7606971729743797,0.7122329217555856,0.7199118872528653,0.7300009975746166,0.7440093682252922,0.6694657384931806,0.7514046398482941,0.7643621453696638,0.7419121184967672,,France,FRA
Gabon,,,,,,,,,,,,,,,,,Gabon,GAB
Gambia,,,,,,,,,,,,,,,,,"Gambia, The",
Georgia,0.8184469920650109,0.7162688516847514,0.6968457112557997,0.6819483785725485,0.66461439010828,0.6713277125644918,0.6916340815245037,0.673833427828678,0.5810434051162807,0.7801722716915254,0.708472897401425,0.7621746036213577,0.7182172083385808,0.7100218185663106,0.6870842778355233,,Georgia,GEO
Germany,0.8417122256670015,0.8606712965639336,0.8693913262046441,0.844542992804863,0.8225084675162639,0.8155493062594056,0.803155887202427,0.8168124242439574,0.8317531269628621,0.8366241034826725,0.839129290575153,0.8205132309512604,0.8732434734149802,0.8940285842271687,0.8833946515430117,,Germany,DEU
Ghana,0.7371773052129799,0.7676548801676291,0.7931069595113496,0.7096791960267494,0.6125638791907942,0.5617129299937749,0.6667457566035963,0.645209013512563,0.6037407309640695,0.5968558837289376,0.6770752747900096,0.5989347284685381,0.6220103566391435,0.7557466753164632,0.7916102012249252,,Ghana,GHA
Greece,0.934720475339469,0.9486533119021925,0.9267226077767599,1.1039045342000398,1.1307294210794747,1.1522515903808794,1.0865008107873637,1.1315576654145059,1.084953058109646,0.9268339292483492,0.985047704052334,1.0765219803779262,1.119767392483489,1.1660897003676902,1.1852533968213366,,Greece,GRC
Greenland,,,,,,,,,,,,,,,,,Greenland,GRL
Grenada,,,,,,,,,,,,,,,,,Grenada,GRD
Guatemala,0.793088027551342,0.7827620664827957,0.7326533576285281,0.7895008006058343,0.8083387323738846,0.7855232492362538,0.7549602372756953,0.7575014914682242,0.7149860195816696,0.7802086602937206,0.7404718828131919,0.7017719073316939,0.682031504143947,0.7326986814117804,0.7442833020580812,,Guatemala,GTM
Guinea,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,,Guinea,GIN
Guinea-Bissau,,,,,,,,,,,,,,,,,Guinea-Bissau,GNB
Guyana,,,,,,,,,,,,,,,,,Guyana,GUY
Haiti,,,,,,,,,,,,,,,,,Haiti,HTI
Honduras,0.6667959912592524,0.6909421401975576,0.6606036028516284,0.7624098095208841,0.8284720622278744,0.7894227136340067,0.7697572299491989,0.8267471982135439,0.8188020357086657,0.8172158910185197,0.8063032029162841,0.8715106587860415,0.7695179434848693,0.8022335331088871,0.8124240314957277,,Honduras,HND
Hong Kong,0.3640028915371966,0.3230219628446009,0.3859747060506113,0.43679805268911676,0.45107874282637783,0.41617508162598854,0.38434764444999336,0.48192347232200583,0.43203696139445,0.4690152217429175,0.4212728082999677,0.5330082203488036,0.37606285059253136,0.367921566240477,0.3731507094652514,,"Hong Kong SAR, China",
Hungary,0.83439079395562,0.8324249606626949,0.7766086929358089,0.757222689161465,0.769331165386853,0.7663474785627208,0.7098587639093155,0.708860512723565,0.695794627927924,0.7529087004535868,0.7390149066550652,0.7185820363739781,0.7241938218361612,0.6955736913761017,0.6981028640363073,,Hungary,HUN
Iceland,,,,,,,,,,,,,,,,,Iceland,ISL
India,1.093980144495023,1.0819853478100392,1.0926515650061666,1.0756268909774191,1.066271910239095,1.0770049750011037,1.0565340994285035,1.052987446004563,1.0713656278396138,1.0465013734938378,1.0484768229045573,1.065606739938731,1.074889057071024,1.1029307952614105,1.0979606659242966,,India,IND
Indonesia,1.1546299651470038,1.1729388689358267,1.0991932943870373,1.0743031220496566,1.0834717588037996,1.0718740963809863,1.0423923651592093,1.0332198000125503,1.0195292021092384,1.0087611689462437,0.9792406865533925,1.0117526327867596,0.9848796948304451,0.9457643084598516,0.9607694469171586,,Indonesia,IDN
Iran,1.1429954670046594,1.123291741875277,1.1595204367654839,1.0219172901060882,1.0386393425835323,1.064014569632512,1.0750223362580742,1.0400064236354185,1.0570322433138732,1.071184004335501,1.0521604023130182,1.0606641662083574,1.0739567442466111,1.1073701240355127,1.0840046502744447,,"Iran, Islamic Rep.",
Iraq,,,,,,,,,,,,,,,,,Iraq,IRQ
Ireland,0.8252271217163799,0.8556996032403461,0.8127121278250075,0.7218414076103201,0.6853904997324046,0.6744521091332145,0.6689341469696928,0.677973613815609,0.746118015203387,0.8150783780506788,0.859367004788969,0.8118257649584856,0.8450612873883703,0.8306549259490136,0.8514553628233156,,Ireland,IRL
Israel,0.9012891152230336,0.8974728016203144,0.8915305022927444,0.813641859824113,0.7959660582879045,0.7746280530491314,0.7980082908483658,0.7938291462218265,0.8132451973564826,0.8353045694245631,0.8203701058053939,0.811290228195397,0.8292970209350591,0.812623068044726,0.8013232455857492,,Israel,ISR
Italy,0.8111336127795628,0.8328749146042029,0.819206220455849,0.8402300119275237,0.8091196047435112,0.8067760751143855,0.7678154123122538,0.7638473201603929,0.7516882511180213,0.7614337919973984,0.7407989330870433,0.7209421102212087,0.7547550491178363,0.7531962655078235,0.7396130571612729,,Italy,ITA
Jamaica,1.336164652819907,1.0642616971160948,1.2209264827137285,1.089848128794616,1.1044520300481004,1.0250086845862225,0.9860136875575104,0.9368895850239626,0.972502885897777,1.0239800826997218,0.9538472216412508,0.8992676360887436,0.8484315715244902,0.9075603913862799,0.9292989345392025,,Jamaica,JAM
Japan,0.8376710119477263,0.8513781832818048,0.8651573484732303,0.8561799986897327,0.847429610254702,0.8407018643953831,0.840096821237802,0.8563080840826968,0.8295284044172808,0.8497169819858721,0.8460081451453555,0.8333211270015202,0.8391840396325948,0.8693756214841661,0.8759008749850891,,Japan,JPN
Jordan,0.8904559565086771,0.7990719765077019,0.7720764556364645,0.7834046338640119,0.7614436390759822,0.7546106544572474,0.7815134840793114,0.8157455460416361,0.7430827202242576,0.7099064950475169,0.7478120664439083,0.7398350107490137,0.8602130587615987,0.7112388467985195,0.7352735426943956,,Jordan,JOR
Kazakhstan,1.2890516265986134,1.1750869322076178,1.2355622923321843,1.2892587375565605,1.3146196203301106,1.2563637623934665,1.1658850404925383,1.1523220292767098,1.2249380896879913,1.29472533922797,1.566195411527805,1.6196275792063697,1.3641972147402153,1.2516510847260625,1.2842753207198312,,Kazakhstan,KAZ
Kenya,1.0348802789426574,0.8850674735086038,1.075773995885381,0.7002794431952366,0.7009281938236936,0.6835946137265638,0.6681961248242497,0.6567073169285663,0.6513299942306001,0.6512833866225317,0.6655109010009086,0.6669763281853603,0.6277767346404035,0.5726493404342923,0.5801738906221421,,Kenya,KEN
Kiribati,,,,,,,,,,,,,,,,,Kiribati,KIR
Kuwait,1.639266260167756,1.4201540178320957,1.334801214549728,1.1313844298412594,1.1553017363815314,1.1911155588844622,1.1556505341715402,1.0659516896520476,1.09616888351281,1.1866589091309743,1.1811475462868157,1.220164254683572,1.3139805543222158,1.1721326283413382,1.152846805641482,,Kuwait,KWT
Kyrgyzstan,0.9341195848939855,0.9526005330218262,1.0480977085832235,0.8778076076480825,0.8534196656810027,0.6495232333491492,0.4718172745075918,0.8073920144804615,0.9191348212964143,0.5043891654522076,0.5136653454035736,0.5657606316289137,0.6170680818923782,0.5958155213003118,0.5802824470534734,,Kyrgyz Republic,
Laos,0.5370453970413843,0.5817659499350615,0.62172870522582,0.6359741749208206,0.700992909586842,0.6934534225226457,0.5772147538404568,0.39471974367958607,0.36361002999197184,0.4090305267495427,0.4507646283817725,0.36660452795272214,0.40542888753645107,0.33879256596303364,0.3489545922284104,,Lao PDR,
Latvia,0.5727427190090013,0.6191469847432438,0.6569768404287197,0.538747342280433,0.5448858596229663,0.6018109597951666,0.5445142855073982,0.5201040255797986,0.5021906605626826,0.5710281271901455,0.6506764825059533,0.5937087223516878,0.5566323698838624,0.570559113069673,0.5604477979642409,,Latvia,LVA
Lebanon,,,,,,,,,,,,,,,,,Lebanon,LBN
Liberia,,,,,,,,,,,,,,,,,Liberia,LBR
Libya,,,,,,,,,,,,,,,,,Libya,LBY
Lithuania,0.6327198659564908,0.6918773661942957,0.5969165832094815,0.59976015444127,0.6340919704038293,0.6495714459869635,0.5842398951163688,0.6136035635877325,0.6092130453649256,0.6152669640425554,0.6488970297744627,0.5647205581960053,0.6112753368854953,0.581918607971198,0.5692543258928913,,Lithuania,LTU
Luxembourg,1.161879764991071,1.1377978174629826,1.1339578073923462,0.9605216931379911,0.8875235338844735,0.8091316175681164,0.661627361573312,1.0461636628376676,0.4546552594814972,0.4206241425318811,0.45955431457036744,1.0743889824017978,0.447291521179037,0.43858394805819606,0.4354181650364558,,Luxembourg,LUX
Macao,,,,,,,,,,,,,,,,,"Macao SAR, China",
Macedonia (Republic of),,,,,,,,,,,,,,,,,"Macedonia, FYR",
Madagascar,0.8226143531815435,0.747158093638814,0.7327863656100978,0.5723642490970084,0.7206822615040497,0.5319485686644572,0.5999713004256632,0.5708484185704953,0.47038692135424315,0.4746431520558715,0.5705141093113403,0.6393465956641817,0.6531100564516384,0.6710025032763164,0.725137467026775,,Madagascar,MDG
Malawi,0.4813974690776098,0.4774424530660515,0.4140596358667032,0.47097380438460357,0.493547165622251,0.44355828166512984,0.46229537760858325,0.46756169598159253,0.42843644080535914,0.35681063377524813,0.39493608397544133,0.4453547311469132,0.5015892434182203,0.3979611236701067,0.40519634677636346,,Malawi,MWI
Malaysia,1.1227102294660227,1.1536217832523017,1.049166603220335,1.1510981538759448,1.134571607590492,1.1366900270723765,1.0856909918894602,1.120207977433047,1.1135479629556557,1.1587835022047746,1.1309368898497736,1.0964342292948837,1.0181215047617898,1.0001641235608298,1.0054041067248638,,Malaysia,MYS
Maldives,,,,,,,,,,,,,,,,,Maldives,MDV
Mali,,,,,,,,,,,,,,,,,Mali,MLI
Malta,0.5792475970992125,0.5695267752246873,0.6607530433029423,0.5329202080096903,0.7767500378420594,0.5976927962841574,0.5229775517800257,0.787681406603696,0.4976107312889049,0.4934136243641712,0.5241738103758121,0.4840053317937619,0.4162059692991619,0.4831321709358211,0.4887607956932913,,Malta,MLT
Marshall Islands,,,,,,,,,,,,,,,,,Marshall Islands,MHL
Mauritania,,,,,,,,,,,,,,,,,Mauritania,MRT
Mauritius,0.6250154537652756,0.6884605443563725,0.6600178857076309,0.6637090865461511,0.6444565412925556,0.7209054500073548,0.7257995323252018,0.7618812919929913,0.7196980216710186,0.7349000353665989,0.783389638875269,0.7174627330246915,0.7727880279979825,0.7570702417602332,0.8273119010361534,,Mauritius,MUS
Mexico,0.9372273303494659,0.9431023955875053,0.9308967887156488,0.9177875074422291,0.9341083214122698,0.8993284020277447,0.8929426076033112,0.9481699710400351,0.9467608220308447,0.9501865546189795,0.9228604386849169,0.9439932581174246,0.9108019844572842,0.9068248262438482,0.9095169561585379,,Mexico,MEX
Micronesia (Federated States of),,,,,,,,,,,,,,,,,"Micronesia, Fed. Sts.",
Mongolia,1.1253317436114787,1.1369644287796548,1.1174796196557737,0.9658045719940874,1.015867442962852,0.9695059573298409,0.9346752596612063,0.9906810347019778,0.9201234615040784,0.9397150505581542,1.0369277308901077,0.9707537284444898,0.9775127313647546,1.0199585801798345,1.0963904634497927,,Mongolia,MNG
Montenegro,,,,,,,,,,,,,,,,,Montenegro,MNE
Morocco,0.8328323801151909,0.8768159857173565,0.8162943180348913,0.8858780961678108,0.9012658011366196,0.8839568451879641,0.8728876518530635,0.8881853893987963,0.859748386764674,0.8886235898950442,0.9079673155805824,0.8975120659486785,0.9214336345012631,0.9094246319065985,0.9382491693187058,,Morocco,MAR
Mozambique,0.31192593199054414,0.38298322624182723,0.35557513900608123,0.4342944406352191,0.4485770841396224,0.3716205364429228,0.3177256395869333,0.3010677456763018,0.2655066127887733,0.2582244640039673,0.2989415007642685,0.3021879239785596,0.27489016146319983,0.2894452663856267,0.28950319420569137,,Mozambique,MOZ
Myanmar,,,,,,,,,,,,,,,,,Myanmar,MMR
Namibia,0.3190567873066792,0.34173702604811224,1.181063645892433,0.41946231494791447,0.34818308556141275,0.41442417787968094,0.4025120000661934,0.35638145673361865,0.41894689824513354,0.6836356194607915,0.7180601729011838,0.6818352500336885,0.6252994350109982,0.3424458974655357,0.33538469327058434,,Namibia,NAM
Nepal,0.7906572124662751,0.8068639242272003,0.6858400460038874,0.5536734704771297,0.613656404002755,0.6613214617535997,0.588514273883557,0.55173911206751,0.6121349848094929,0.5590383678896117,0.5128933311602181,0.523500151642476,0.5539234651530974,0.5056261934660268,0.5266414325840191,,Nepal,NPL
Netherlands,0.8827543734946591,0.9243300396945371,0.8806078422197968,0.9132975094662431,0.9109970414168219,0.8771037533174451,0.7710358404274902,0.941647433460933,0.9441516450878407,0.9451945668864736,0.9824966617926533,0.9940562129051013,1.0094085968128972,1.0379354916430001,1.0207059342558151,,Netherlands,NLD
New Zealand,0.9506024607662319,0.9882770231450813,0.9465148312612967,0.9596598781417442,0.8994877399063739,0.8833183310850052,0.9269011873352974,0.8847928345366195,0.8950172989291362,0.9451289611981248,0.9321787684283733,0.8853918393264915,0.8957368648074179,0.8938068156879176,0.8972953421551815,,New Zealand,NZL
Nicaragua,0.8168083889090607,0.8205995145232206,0.8044126438210663,0.7734376219251436,0.7849484452212658,0.7468798461087238,0.744654321129741,0.7402005145742026,0.7692582009438265,0.7900615415210592,0.7535617140103281,0.7671019687146251,0.7121779083912211,0.7616918669628916,0.7728957727520095,,Nicaragua,NIC
Niger,,,,,,,,,,,,,,,,,Niger,NER
Nigeria,1.7565805992856645,1.377442167280314,1.3261118005595602,1.228401313964165,1.1537554006861463,1.1344575028967259,1.4065227258260917,1.0871508293242458,1.094365868860045,0.933941491969487,1.1316248275706267,1.1774171368811137,1.3351370787370929,0.9631959352887484,0.988634768391304,,Nigeria,NGA
Norway,1.2355852104370901,1.2632892421831516,1.0747166256976484,0.978026095015296,1.0045364414285096,0.9494126279516455,0.8946336278351138,0.8457152860318823,0.8735173364937362,0.8726868109024628,0.8857935026957323,0.869779250519643,0.8807132134389392,0.9081148924806783,0.9072961343534276,,Norway,NOR
Oman,1.037184900164672,1.0602263515018728,1.0917736860379268,1.1252335839164003,1.1564683533617237,1.1596181441525084,1.1068204039861602,1.1126265366418966,1.0358384576037225,0.9855084265409949,1.141167963039085,1.2331909832035974,1.0780960571960394,1.0512801656390154,1.0309827327009902,,Oman,OMN
Pakistan,0.9378686700791019,0.9620513018082052,0.9437494832898379,0.965148350544896,0.949222504867361,0.9028049473926146,0.9141641767088827,0.9382728016461102,0.932309644614102,0.9464235610281113,0.9506792955538842,0.9492400586854802,0.9363021514370932,0.9296862295594457,0.9374316521880427,,Pakistan,PAK
Palau,,,,,,,,,,,,,,,,,Palau,PLW
Panama,1.0569335596631717,1.224172531504418,1.028538819002779,25.12743766591482,7.267846789688277,-6.6788910704716695,-6.390910661695392,5.814362942531657,1.1834894025417482,0.5235184620578847,0.3779350608858513,0.629181310509156,0.39388411484733854,0.5061682716576502,0.5140056406104806,,Panama,PAN
Papua New Guinea,,,,,,,,,,,,,,,,,Papua New Guinea,PNG
